,churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,document_score,magnitude,max_score,min_score,mean_score,std_score,max_weighted_score,min_weighted_score,mean_weighted_score,std_weighted_score
3069,no,"Customer: Voicemail and text.
TelCom Agent: Great. Would you like to review your current plan with TelCom?
Customer: Yes – I do.
TelCom Agent: Great. Would you like to review your current rate plan with Telcom?
Customer: No, it is already reviewed.
TelCom Agent: OK, well I will explain to you how to change your current data plan.
Customer: OK, I will change to data.
TelCom Agent: Great. What would you like to change?
Customer: I don't like having to change my name",DE,90,area_code_415,no,no,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,0.0,5.699999809265137,0.800000011920929,-0.8999999761581421,0.03333333693444729,0.5280993194060913,0.6400000190734865,-0.8099999570846563,0.06666667448977627,0.4013172748352633
3070,no,"Customer: I want to upgrade my voice service.
TelCom Agent: Okay, and when would you like to upgrade your voice service?
Customer: I'm not sure. I am pretty sure I want to upgrade my Home Phone service.
TelCom Agent: Okay, there is a monthly cost for the Home Phone you would like to purchase?
Customer: Yes.
TelCom Agent: And when would you like to upgrade to the Home Phone service?
Customer: This is my Home Phone. It has to be a Phone Service with Telephony.
TelCom Agent: Okay, what type of home phone",TN,127,area_code_408,no,yes,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,-0.10000000149011612,2.700000047683716,0.4000000059604645,-0.5,-0.14000000134110452,0.2289104650844952,0.16000000476837162,-0.25,-0.04000000044703484,0.10139033632359334
3071,no,"Customer: Oh, I don't know. I was wondering what would be the minimum cost of the upgrade.
TelCom Agent: Oh... well, the problem is that we can't actually tell you what the minimum cost is because we don't charge you for anything until you visit a store to get the upgrade. Now, Julio, you can either stop by here on the 23rd or you can call us back and then if we can figure out the upgrading cost for you, we can tell you how much, but you need to actually come into the store and do it.
Customer: Oh, I'm so sorry. I",ID,119,area_code_415,yes,yes,32,173.0,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,-0.30000001192092896,2.0999999046325684,0.10000000149011612,-0.800000011920929,-0.2833333412806193,0.32360813796547233,0.010000000298023226,-0.6400000190734865,-0.18166667580604567,0.24134462210785412
3072,no,"Customer: Well, I don't really have a choice because I have a very large account. I have a 2 GB monthly data plan and I want to add more data but that is over 2 weeks at a time. I would like to upgrade this data plan to a 4 GB monthly plan.
TelCom Agent: Glad to hear that William. So would I be able to upgrade that data plan now?
Customer: Well after using the phone for a while and your service is very reliable and comfortable I would say yes.
TelCom Agent: So this will be your new monthly plan?
Customer: Yes, it would be",IA,76,area_code_510,no,no,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,0.0,3.5,0.8999999761581421,-0.6000000238418579,0.02499999199062586,0.4993746057434669,0.8099999570846563,-0.36000002861023006,0.0774999887123704,0.3611699649947294
3073,no,"Customer: Sure. I would like to upgrade to the internet plan and I will be contacting you soon with a new phone number as well as a new email address so that I can easily find out what I am going to be paying for and when I will be able to receive a bill.
TelCom Agent: Great, Robert, and I'm really pleased that you're so happy with our service. What would be the total cost of the upgrade and the new phone number?
Customer: Well, I don't really know the total cost of the upgrade. I just want to know how much it will cost to upgrade my plan.",IL,179,area_code_408,no,no,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,0.0,2.5999999046325684,0.8999999761581421,-0.6000000238418579,-0.0333333450059096,0.5120763850018756,0.8099999570846563,-0.36000002861023006,0.01999998345971098,0.3904271113679807
3074,no,"Customer: I would like to upgrade my modem and would like to move from data to voice.
TelCom Agent: Great, I can start by upgrading your modem. We are currently upgrading all of the TelCom-owned equipment. You will receive a call confirming the upgrade and an invoice through the mail. We will call you when we have completed your upgrade.
Customer: Oh it's already done? How long have I been using the modem?
TelCom Agent: Oh I'm sorry, we were unable to upgrade your modem because you have been using it for over 1 year. Would you like to upgrade it now?
Customer",NC,26,area_code_415,no,no,0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,6,0.95,3,-0.10000000149011612,3.0999999046325684,0.800000011920929,-0.699999988079071,-0.08999999910593033,0.3780211650606566,0.6400000190734865,-0.4899999833106996,-0.022999997258186355,0.26769572478891235
3075,no,"Customer: I just want to upgrade to 100 megabit service. I am currently paying $84.79 per month for 50 megabits and am looking to get 100 megabits for $15.19 per month.
TelCom Agent: Ok, thanks for your interest. And how long is the upgrade?
Customer: I am looking at ordering it today and will be on soon.
TelCom Agent: Thank you. So you would like to start with 1 gigabyte?
Customer: 1 gigabit.
TelCom Agent: Ok, I can start you with 1 gigabit service. How long do you want",TN,137,area_code_408,no,no,0,75.8,107,12.89,256.9,98,21.84,204.4,118,9.2,10.5,3,2.84,2,0.0,2.200000047683716,0.699999988079071,-0.20000000298023224,0.06999999955296517,0.253179776911064,0.4899999833106996,-0.040000001192092904,0.05499999895691874,0.14881195727761662
3076,yes,"Customer: Well, there's been some technical difficulties that I had with my phone that I just can't resolve.
TelCom Agent: Oh, good. So if you were to cancel your service then you could have my apologies and I would be glad to had a look at that for you.
Customer: Well, if that's okay. Can I get a receipt for the phone that's being used by me and that's why I'm asking you now.
TelCom Agent: Sure, sure. The first thing I need to do is check your bill and see what the charges are.
Customer: OK. So if you could just run through the bill—",CT,68,area_code_510,yes,no,0,197.7,99,33.61,188.8,106,16.05,254.6,80,11.46,19.2,4,5.18,3,-0.20000000298023224,4.400000095367432,0.699999988079071,-0.800000011920929,-0.21111111342906952,0.4433319417995523,0.4899999833106996,-0.6400000190734865,-0.11222222606341042,0.29043177794518493
3077,no,,AZ,83,area_code_415,no,yes,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,,,,,,,,,,
3078,no,,MS,43,area_code_510,no,no,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,,,,,,,,,,
3079,no,"Customer: I have been using TelCom for the past 3 years now and have been completely satisfied with the service. I would like to upgrade my current plan to the new plan. What's my best price right now?
TelCom Agent: Roger, that's a good question. Your best pricing available on your current plan is 218990000, which gives you unlimited voice and data. What are you looking for?
Customer: I'm looking for a deal that's between 80% and 85% as I am currently paying 219990000.
TelCom Agent: That's a good suggestion, Roger. We have a Plan 4",OH,135,area_code_415,no,no,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,0.20000000298023224,3.5,0.800000011920929,-0.30000001192092896,0.2444444489147928,0.37449555383039557,0.6400000190734865,-0.09000000715255752,0.17777778456608462,0.27373052536739184
3080,no,"Customer: Voice
TelCom Agent: Hi William, I'm Roland. Talk to you soon with your order number?
Customer: Sure, I'll get back to you. Bye.
Customer: It's nice to talk to someone that actually understands the technology that we are dealing with. If you ever need any help, feel free to reach out to me.
Customer: I've been very happy with TelCom and I would be excited to be able to keep my current service. I appreciate the professionalism and help that they provide for their customers.
Customer: I'm glad to hear that William. What data plans are available now",MN,122,area_code_415,no,no,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,0.30000001192092896,5.300000190734863,0.8999999761581421,-0.4000000059604645,0.3700000047683716,0.4220189601545088,0.8099999570846563,-0.16000000476837162,0.28100000524520896,0.31564061748919586
3081,yes,"Customer: I got a TelCom smartphone and it's running Windows Phone 8.1. I can't use it on my Windows 7 PC because it doesn't support Windows Phone 8.1 but I can use my TelCom smartphone on my PC.
TelCom Agent: Thank you so much for joining us today. I'm very sorry to hear your predicament. What I'd like you to do is return the phone to us this afternoon.
Customer: Yeah, I'd like to return it. I'm just really not happy talking to them.
TelCom Agent: Thank you so much for your feedback James. Please do that as soon as possible because we do want to hear your",CT,119,area_code_408,no,no,0,294.2,100,50.01,232.5,53,19.76,195.0,64,8.78,9.0,1,2.43,0,-0.20000000298023224,5.599999904632568,0.8999999761581421,-0.800000011920929,-0.18888890080981785,0.5952486816050178,0.8099999570846563,-0.6400000190734865,-0.06777779287762126,0.45866419324969904
3082,no,"Customer: Voice.
TelCom Agent: Okay, I'm sorry you were calling about the Voice issue. I understand that you still have contracts with TelCom in place. Do you want to try switching to the Voice only package or the data and text only package?
Customer: I would like the Voice only package and I'll still have the data and text plus.
TelCom Agent: Okay. So we can send you a number to call TelCom and discuss. You can call and talk to a customer service representative. I'm sorry that I'm having a hard time understanding the contract so I know we have to get started",KS,65,area_code_415,no,yes,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,-0.10000000149011612,2.0999999046325684,0.20000000298023224,-0.699999988079071,-0.13333333449231255,0.25385910285485075,0.040000001192092904,-0.4899999833106996,-0.07111111074686055,0.1537273472699077
3083,no,"Customer: I would like to upgrade my voice service
TelCom Agent: OK Ivan, I'll see if I can change that for you, but there's a few other things I need to see before you can. What is the name of the new company and its contact information?
Customer: I don't have one
TelCom Agent: If you do, I can change that for you, but I don't think there's a company with that name. Can you please find one for us?
Customer: I just want to know what my upgrade will be
TelCom Agent: I'll have to see about that Ivan.",DE,97,area_code_415,no,yes,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81,5,-0.10000000149011612,0.699999988079071,0.0,-0.30000001192092896,-0.12000000476837158,0.14696939040702933,0.0,-0.09000000715255752,-0.036000002861023006,0.04409081887412046
3084,yes,"Customer: Well, I'm getting an error 0556687441 and then I get two disconnection messages. Can you please tell me what, I'm not sure what it means.
TelCom Agent: I'm sorry, we're not sure as to what that means.
Customer: Well, it's got your name and it's my service and I think that you should be able to help me with that and help me get the error cleared and then I can proceed.
TelCom Agent: Sure, go ahead.
Customer: So I was on service some time back and you said that a new phone number would be created with your email address and I",VT,99,area_code_415,no,no,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,-0.4000000059604645,2.700000047683716,0.10000000149011612,-0.800000011920929,-0.38333333656191826,0.3023059527137681,0.010000000298023226,-0.6400000190734865,-0.2350000025331975,0.24281337271987283
3085,no,"Customer: I would like to upgrade my phone. It's an HTC Droid Incredible 2 but I want to upgrade to the HTC One X. Is it possible?
TelCom Agent: Great Eugene, I can upgrade your contract to the HTC One X. Here's a look at the HTC One X.
Customer: So I have to go through a couple of steps to upgrade my phone?
TelCom Agent: Well, I just need to give you a few instructions on how to do that. For starters, you will need to sign up for an account with TelCom. You can find out more information and signup for an account",NY,70,area_code_415,no,no,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,-0.10000000149011612,1.899999976158142,0.10000000149011612,-0.5,-0.1444444474246767,0.18324914144618423,0.010000000298023226,-0.25,-0.05222222394413421,0.07884975630143938
3086,no,"Customer: Voice.
TelCom Agent: Great, I will have a technician create a new package for you. You can cancel at any time.
Customer: Okay. How soon can I expect to receive this package?
TelCom Agent: Up to a week.
TelCom Agent: And you can take your phone anywhere?
Customer: Okay. Thank you.
Customer: Thank you so much.
Customer: Can you tell me a little bit about your business.
Customer: I'm a retired public school teacher living in Florida. I have my own home, two cars, two dogs, and",GA,57,area_code_408,yes,yes,30,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,2,0.20000000298023224,4.5,0.8999999761581421,-0.30000001192092896,0.1999999972490164,0.38028329364211066,0.8099999570846563,-0.09000000715255752,0.16153845787048346,0.2829472886779267
3087,yes,Customer: So I just don't like how the prices have changed and my contract is coming up soon and I want to know if there is anything I can do to not have to be on hold with them anymore.,CO,132,area_code_415,no,no,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,-0.800000011920929,0.800000011920929,-0.800000011920929,-0.800000011920929,-0.800000011920929,0.0,-0.6400000190734865,-0.6400000190734865,-0.6400000190734865,0.0
3088,no,"Customer: All four.
TelCom Agent: Thank you Gary. And when do you want to receive your upgrade?
Customer: I will have plenty of time to move my phone over by the end of the week. Can we start over?
TelCom Agent: Sure. By the way, I have a special offer for you over at AT&T, it's called a ""Pay As You Go Plan"" where you pay for the first month and then you pay the rest over a variety of months. It's usually better than a contract and it's typically better than paying a fee for each month you stay on the",FL,133,area_code_510,no,no,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,4,1.62,0,0.10000000149011612,2.4000000953674316,0.8999999761581421,-0.4000000059604645,0.11249999701976776,0.36890885964116477,0.8099999570846563,-0.16000000476837162,0.10374999471008786,0.2790581127689727
3089,yes,,NC,161,area_code_415,no,no,0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,,,,,,,,,,
3090,no,"Customer: If I could upgrade I would like to upgrade to speak to a real person to answer questions or work on issues. I've had great service from TelCom and when I work with them, it is as if I am talking on the phone with someone.
TelCom Agent: Okay, well, here we go. I'll start you off with speaking to your TelCom Representative.
TelCom Representative: Hello
Customer: Thank you so much for working with me here today. I'm interested in upgrading my Sprint service to a TelCom phone. I have had great service from the first day. I do have an issue",MN,142,area_code_510,no,yes,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,0.10000000149011612,4.400000095367432,0.8999999761581421,-0.5,0.16249999962747097,0.5677532476966413,0.8099999570846563,-0.25,0.18374999895691882,0.41191435456796965
3091,no,"Customer: I will be upgrading to data.
TelCom Agent: Okay, great. And how long do you plan on staying with TelCom?
Customer: I would like to stay with TelCom for several years.
TelCom Agent: Great job and I will keep you updated about your new TelFriend service.
A TelCom Agent stopped by and I gave her my name and phone number. She then called me back and asked me which type of upgrade I wanted. I chose to upgrade to data. She asked me to take her open TelCom account and go through the onboarding process.
I went through the onboarding",WY,62,area_code_415,no,no,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11.0,5,2.97,0,0.0,3.0999999046325684,0.800000011920929,-0.4000000059604645,0.030000001192092896,0.3661966769196059,0.6400000190734865,-0.16000000476837162,0.06700000333786016,0.23052332713994303
3092,no,"Customer: Text.
TelCom Agent: Great David, well you are one of the lucky ones. TelCom went ahead and upgraded your data plan. You can bring your current data plan with you to any TelCom rooftop location. You can also contact our customer service to upgrade your data plan or if you need any other assistance you can reach out to us at 1-800-331-7327.
Customer: Great. thanks for the help. I am going to pick up my upgrade card today.
Customer: So you guys are offering unlimited data now.
TelCom Agent: Well we are offering unlimited data and text from",AR,122,area_code_415,yes,no,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,0.30000001192092896,4.0,0.8999999761581421,0.0,0.35,0.3413209573801239,0.8099999570846563,0.0,0.23899999594688434,0.3049409623626789
3093,no,"Customer: I would like to upgrade to a voice component.
TelCom Agent: Ok.
Customer: I need actual numbers for the two digits on the bottom of your meter, please.
TelCom Agent: Ok. How would you like us to go about this?
Customer: I would like the actual numbers.
TelCom Agent: Ok. OK. What's your name?
Customer: Anthony, and my phone number is 2818774554.
TelCom Agent: Thanks Anthony, we'll get you the numbers as soon as we can. And you might want to check your phone bill, maybe that",CT,95,area_code_415,no,yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,0.0,3.799999952316284,0.5,-0.5,-0.058333332339922585,0.33029869106363774,0.25,-0.25,-0.025833332737286867,0.14162499599960893
3094,yes,"Customer: Well, I've been getting phone calls from a very good friend who's a TelCom agent and I have told him the same thing and the problem has not been resolved. He has offered me a $20/mo deal but that's not good enough for me because I'm getting $20 out of his pocket.
TelCom Agent: Oh, sorry to hear that Mable. Can I give you the offer again please?
Customer: Sure. $60 to cancel for nine months with a $20/mo bonus.
TelCom Agent: Gosh that's such a good deal. I hope the best for this store and I hope this friend will come",NV,137,area_code_415,yes,no,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,-0.10000000149011612,4.800000190734863,0.800000011920929,-0.800000011920929,-0.10000000149011612,0.5894913152276599,0.6400000190734865,-0.6400000190734865,-0.02750000119209295,0.4301961897651712
3095,no,,NC,30,area_code_510,no,no,0,145.0,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,3,,,,,,,,,,
3096,no,"Customer: I have a voice plan and there is not enough data for me. What would you recommend?
TelCom Agent: We do offer both voice and data plans. Would you like to upgrade or change your current data plan? (select all if not existing data plan)
Customer: I would like to do the voice upgrade.
TelCom Agent: Would you like to do the voice upgrade now or would you like to wait for the voice upgrade?
Customer: I'm waiting for the voice upgrade then I'm going to upgrade.
TelCom Agent: Is there anything I can assist you with today?
Customer:",UT,95,area_code_408,no,yes,35,229.1,143,38.95,148.2,104,12.6,248.4,110,11.18,3.9,3,1.05,0,-0.20000000298023224,2.4000000953674316,0.0,-0.699999988079071,-0.2222222255335914,0.24393887271100861,0.0,-0.4899999833106996,-0.10888889114062,0.17368198589844552
3097,no,"Customer: I would like to upgrade my voice service and text will be fine.
TelCom Agent: Great! I can switch over your contract starting tomorrow. You will need to pick up a new line with a TelCom phone line number. You will also need to furnish your current TelCom sales numbers and any special instructions you would like.
Customer: OK.
TelCom Agent: You may be asked to provide a photocopy of your current TelCom sales license or any other relevant information.
TelCom Agent: Lawrence, you can speak to someone on the phone now.
Customer: Yeah, I'm on",TX,51,area_code_415,no,no,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10.0,3,2.7,2,0.10000000149011612,3.0999999046325684,0.8999999761581421,-0.4000000059604645,0.09999999817874697,0.3711842879113746,0.8099999570846563,-0.16000000476837162,0.09222221801678347,0.26715694462692885
3098,no,"Customer: V and text.
TelCom Agent: Awesome. If you would like to upgrade your service please call this number right now. *click*
Customer: Hi there, it's Arthur. I have been wanting to upgrade my voice, text and data to the state of the art and would like to talk to someone who can help me with this.
TelCom Agent: Hello, it's Jennifer. If you're ready to upgrade, I'll be happy to upgrade you to the state of the art. For the price of $861.00, you'll get to use the latest technology.
Customer: Uh,",MI,53,area_code_415,no,no,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3,0.10000000149011612,2.799999952316284,0.8999999761581421,-0.4000000059604645,0.17777777628766167,0.39094693341801634,0.8099999570846563,-0.16000000476837162,0.14888888587554303,0.31508179775400663
3099,yes,,FL,132,area_code_510,no,yes,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,,,,,,,,,,
3100,no,"Customer: I would like to upgrade my voice service. I'm just trying to find the best deal.
TelCom Agent: Thank you for your inquiry. Do you have a specific number you'd like to reach for a quote?
Customer: Yeah, I would like to reach your customer service department and say that I want to upgrade to a voice service.
TelCom Agent: Not a problem. Do you have a specific number you'd like to reach for a quote?
Customer: Yeah, I'd like to upgrade my text service.
TelCom Agent: Not a problem. Do you have a specific number",IA,113,area_code_510,no,no,0,156.0,141,26.52,256.8,72,21.83,175.3,123,7.89,11.9,5,3.21,2,0.0,2.4000000953674316,0.30000001192092896,-0.4000000059604645,-0.010000000894069671,0.23430749659870234,0.09000000715255752,-0.16000000476837162,-0.013000000834465042,0.0728079703448747
3101,yes,"Customer: I would like to cancel my contract now. My internet is not working for me because it keeps going down. It is very slow and is extremely unreliable. I was hoping TelCom would be able to fix my issue for me before I cancel.
TelCom Agent: Well, in my opinion, there are a few things you might be able to do to remedy the problem. There are some things that we want you to do first. You might be able to…
Customer: I don't know how to do that!
TelCom Agent: Well, I'm sure you could call back in a few days and I can help you with that. You would have to let me",MI,91,area_code_415,no,no,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,-0.4000000059604645,5.0,0.10000000149011612,-0.800000011920929,-0.4400000058114529,0.34409301438000517,0.010000000298023226,-0.6400000190734865,-0.31000000759959234,0.2661202795094709
3102,no,,ND,136,area_code_510,yes,no,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,,,,,,,,,,
3103,yes,"Customer: Well, I... I've just been told that in order to cancel my contract I have to pay £45 for a 100mbit connection.
TelCom Agent: Oh, sorry to hear that. Can I help you?
Customer: Well, I've just been told that in order to cancel my contract I have to pay £45 for a 100mbit connection.
TelCom Agent: That's your internet bill. You can't afford that.
Customer: No, I can't afford it. My internet bill's high, my phone bill's high, everything's high. Can I ask you if it's possible to...
TelCom Agent: No",NV,148,area_code_415,no,no,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,-0.5,5.900000095367432,-0.10000000149011612,-0.699999988079071,-0.4818181849338792,0.1991718362485585,-0.010000000298023226,-0.4899999833106996,-0.2718181836876004,0.1724591177460937
3104,no,"Customer: We are wanting to upgrade to a larger data plan. I am currently on the 480GB plan.
TelCom Agent: Glad to hear that you are happy with the service you have received from TelCom. Can you please go through the price list and select the data option that best suits your needs?
Customer: Sure. I will get back to you today.
Customer: All right, so I guess I am just too poor to pay for a data plan now.
TelCom Agent: Well we can just send you a reminder that you have until Thursday the 24th to upgrade your data plan.
Customer:",TN,93,area_code_510,no,yes,23,196.0,91,33.32,156.3,107,13.29,200.5,68,9.02,15.3,2,4.13,1,0.0,3.0999999046325684,0.8999999761581421,-0.800000011920929,0.022222218414147694,0.4365973916147913,0.8099999570846563,-0.6400000190734865,0.03333332687616355,0.3471791021136568
3105,no,,LA,89,area_code_415,no,no,0,141.1,92,23.99,249.1,126,21.17,136.0,73,6.12,10.8,2,2.92,2,,,,,,,,,,
3106,no,"Customer: I would like to upgrade to Verizon Wireless data. What does that mean?
TelCom Agent: Well, I see Verizon Wireless has a $30/month data plan and you can only save up to $30/month after that. Would you like to add $30/month and get unlimited data?
Customer: But my phone does not have a data plan already, I just have the basic plan.
TelCom Agent: That is fine John. I'll be happy to check with the customer service department and see what can be done for you today.
Customer: That would be great. I'll be there",KY,151,area_code_408,no,yes,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,0.0,2.799999952316284,0.5,-0.5,-8.27842288547092e-10,0.326598635463472,0.25,-0.25,-0.004444445073604598,0.14369034090031382
3107,no,"Customer: I am trying to upgrade both. I am trying to get my voice and text service, the other option is data.
TelCom Agent: That's amazing. And what would you like to do?
Customer: I want to go with data.
TelCom Agent: That's awesome. So how would you like to pay this upgrade package? Would it be through credit card or debit card?
Customer: I would like to pay both via debit card.
TelCom Agent: Great Natalie, well I would like to send an invoice and a copy of the bill for this upgrade.
Customer: That's great",NE,80,area_code_415,no,no,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,0.0,5.0,0.8999999761581421,-0.4000000059604645,0.08181817152283409,0.5149018928423715,0.8099999570846563,-0.16000000476837162,0.1699999859658156,0.3953824212827201
3108,yes,"Customer: It's a little difficult to explain to you, but I've been to the post office, I've mailed my mail, I've called my internet provider, and they've all been very unhelpful.
TelCom Agent: Okay, great. When can you tell me why you're calling?
Customer: I'm just wondering if I can take out a loan to pay for the service?
TelCom Agent: I'm sorry to hear about that Delfina, but I'm not sure what I can do at this point.
Customer: Okay, I'm gonna stop by my local credit union and ask if they can lend me",AR,113,area_code_415,yes,no,0,122.2,112,20.77,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,5,-0.30000001192092896,3.0,0.6000000238418579,-0.800000011920929,-0.2666666693985462,0.45338236298136214,0.36000002861023006,-0.6400000190734865,-0.15666667009393376,0.31244556662033013
3109,no,,AK,58,area_code_510,no,no,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,,,,,,,,,,
3110,no,"Customer: (Voice) Text
TelCom Agent: Great to hear that, Robert. How would you like to proceed?
Customer: (Voice) Yes
TelCom Agent: Great. Before we proceed, would you please close down your account and transfer all applicable funds to my account?
Customer: (Voice) I would like to do that
TelCom Agent: Great. Thank you for your prompt response. By closing down your account and transferring your funds, you will ensure that all outstanding, past due and other bills, including your current and previous fees, will be paid and credit will be granted to your account.
",OR,61,area_code_415,no,no,0,234.2,76,39.81,216.7,108,18.42,130.6,122,5.88,13.9,2,3.75,1,0.0,3.4000000953674316,0.8999999761581421,-0.5,0.11428570853812355,0.4793703315652588,0.8099999570846563,-0.25,0.13142856406314038,0.3234823156358762
3111,no,"Customer: I have talked to my agent here in TelCom but he cannot speak to whether the current term is expiring soon. I would like to upgrade the data portion of my contract.
TelCom Agent: That's alright, there are a few options available. Let me know how much you need and I'll see what we can do.
Customer: I would like to upgrade to 1GB of data with unlimited calls and texts.
TelCom Agent: Great! Can you please provide us with your current contract document?
Customer: The one you have right now.
TelCom Agent: Great! And can you provide",NJ,127,area_code_510,no,no,0,262.9,95,44.69,175.9,126,14.95,202.1,101,9.09,7.5,5,2.03,1,0.0,3.5999999046325684,0.8999999761581421,-0.699999988079071,0.02999999448657036,0.47759814809344026,0.8099999570846563,-0.4899999833106996,0.09499999210238466,0.3838554234459115
3112,no,"Customer: I would like to upgrade my landline but only if you would have me switch the broadband and the landline over to your service.
TelCom Agent: Okay. I will take your order now and I will contact you directly when I have information to move your account forward. This is Brian.
TelCom Agent: Beautiful, I will be checking on you now as soon as I have the information to move your account forward.
Customer: Sorry to have you wait Andrew.
Andrew: Alright Janet, you can tell me how long it's been since we have talked and I can tell you about the last three months",MD,125,area_code_415,no,no,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,2.16,0,0.0,2.0999999046325684,0.4000000059604645,-0.6000000238418579,-0.0714285746216774,0.3149344037663575,0.16000000476837162,-0.36000002861023006,-0.04714286110230863,0.15443115816351463
3113,no,"Customer: I'm going to upgrade the internet and then I am going to upgrade my phone. So I will need to upgrade the phone.
TelCom Agent: Ok. How do I go about making your request?
Customer: You can reach me at 4155325347 and let me fill out the form with your name and phone number.
TelCom Agent: Thank you Summer. And can you please provide me with the details of your current contract? And what speed would you like to upgrade to?
Customer: I'm going to upgrade to 100/8 because it's the fastest I can get. And I would like to",GA,117,area_code_510,no,no,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,0.0,2.799999952316284,0.6000000238418579,-0.5,0.10000000447034836,0.30983867375634805,0.36000002861023006,-0.25,0.04800000441074379,0.1516443275561727
3114,yes,"Customer: I'm having problems with my Telco.
TelCom Agent: Oh, I see. Well, I'd like to help you out but I'm afraid I can't help you if you don't want to talk to me.
Customer: Okay. I'd just like to know if it's possible to change the subject?
TelCom Agent: I think so. Why don't we just start with the question, is it possible to change the subject?
Customer: Well, it is. Do you happen to know where I can get some more information?
TelCom Agent: Well, here we go. I think what you need is help with the service.
",NJ,112,area_code_408,no,no,0,351.5,95,59.76,206.8,108,17.58,275.8,146,12.41,11.9,4,3.21,1,-0.20000000298023224,2.9000000953674316,0.10000000149011612,-0.8999999761581421,-0.20909090881997888,0.32878438541941435,0.010000000298023226,-0.8099999570846563,-0.14999999837441885,0.2772593078835625
3115,no,"Customer: Voice-- I would like to upgrade to a landline service, I currently use Verizon Wireless.
TelCom Agent: Great James, I'm sorry to hear that you would like to change to a landline service. And if you would like me to get you a quote for that, we can do that.
Customer: Great, thanks for getting back to me. How about the data plan?
TelCom Agent: Great James, the plan you chose is in the plan line on your account, so that will be set. In addition, the 30 day trial is still active for you, we would like to remind",FL,120,area_code_415,no,no,0,184.5,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2,0.0,2.299999952316284,0.8999999761581421,-0.5,0.057142852672508786,0.4100771402076976,0.8099999570846563,-0.25,0.0742857073460307,0.3139088511141485
